m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
42.919343,1.4066444801e+00,5.6507920761e-05,5.005386,0.00789240
42.919343,1.5704545088e+00,6.6929717179e-05,4.990759,0.00893248
42.919343,1.7533409465e+00,8.0266176926e-05,4.992322,0.01037934
42.919343,1.9575253262e+00,9.7465315314e-05,4.996915,0.01238156
42.919343,2.1854878884e+00,1.1121105914e-04,4.466739,0.01299867
42.919343,2.4399977085e+00,1.2416208339e-04,3.818323,0.01310095
42.919343,2.7241463332e+00,1.3862131224e-04,3.231550,0.01314566
42.919343,2.7241463332e+00,2.8657290510e-04,8.370891,0.05626007
42.919343,3.0413853336e+00,1.5476438282e-04,2.711925,0.01320477
42.919343,3.0413853336e+00,3.1994559909e-04,6.831739,0.05642754
42.919343,3.3955682317e+00,1.7278738603e-04,2.261092,0.01325712
42.919343,3.3955682317e+00,3.5720469227e-04,5.532095,0.05654501
42.919343,3.7909973093e+00,1.9290924841e-04,1.877016,0.01325197
42.919343,3.7909973093e+00,4.4329367991e-04,4.997914,0.06972726
42.919343,4.2324758681e+00,2.1537439149e-04,1.554622,0.01326877
42.919343,4.2324758681e+00,6.1723740719e-04,5.000051,0.10743186
42.919343,4.2324758681e+00,1.0147447291e-03,8.044667,0.28102595
42.919343,4.7253665758e+00,2.4045570076e-04,1.286778,0.01329264
42.919343,4.7253665758e+00,8.8383616918e-04,4.999618,0.17308238
42.919343,4.7253665758e+00,1.1329162824e-03,6.252158,0.27705485
42.919343,5.2756566064e+00,2.6845784045e-04,1.065411,0.01326968
42.919343,5.2756566064e+00,1.0306863517e-03,4.088270,0.18554353
42.919343,5.2756566064e+00,1.3048141198e-03,4.997144,0.28780661
42.919343,5.2756566064e+00,2.2371486704e-03,7.783480,0.73069215
42.919343,5.8900303675e+00,2.9972095431e-04,0.882534,0.01323577
42.919343,5.8900303675e+00,1.1507143781e-03,3.236048,0.18244049
42.919343,5.8900303675e+00,1.9945218138e-03,4.999245,0.48437534
42.919343,5.8900303675e+00,2.4976746192e-03,5.941476,0.69477807
42.919343,6.5759506955e+00,3.3462479732e-04,0.730991,0.01317973
42.919343,6.5759506955e+00,1.2847202040e-03,2.586196,0.17868267
42.919343,6.5759506955e+00,2.9279669765e-03,4.734734,0.70433370
42.919343,6.5759506955e+00,3.1580291459e-03,4.995940,0.78425639
42.919343,7.3417495075e+00,3.7359334865e-04,0.604844,0.01311534
42.919343,7.3417495075e+00,1.4343316064e-03,2.087233,0.17430292
42.919343,7.3417495075e+00,3.2689418007e-03,3.686909,0.65786713
42.919343,7.3417495075e+00,4.5361420621e-03,4.566214,0.99993878
42.919343,8.1967290095e+00,1.6013659245e-03,1.697961,0.16919068
42.919343,8.1967290095e+00,3.6496246652e-03,2.920585,0.60989888
42.919343,8.1967290095e+00,5.5081297418e-03,3.738372,0.99667387
42.919343,9.1512746909e+00,1.7878521346e-03,1.388026,0.16337324
42.919343,9.1512746909e+00,4.0746397485e-03,2.350102,0.56128812
42.919343,9.1512746909e+00,6.8356299777e-03,3.134421,0.99847627
42.919343,1.0216981478e+01,1.9960554962e-03,1.136628,0.15684386
42.919343,1.0216981478e+01,4.5491497355e-03,1.911713,0.51290663
42.919343,1.0216981478e+01,8.0461151784e-03,2.586014,0.93497985
42.919343,1.1406794577e+01,2.2285050686e-03,0.930139,0.14963601
42.919343,1.1406794577e+01,5.0789185285e-03,1.563259,0.46555972
42.919343,1.1406794577e+01,8.9831212068e-03,2.102806,0.82611023
42.919343,1.2735166723e+01,2.4880244314e-03,0.759592,0.14181921
42.919343,1.2735166723e+01,5.6703812622e-03,1.279381,0.41993792
42.919343,1.2735166723e+01,1.0029245770e-02,1.720611,0.72652784
42.919343,1.4218233734e+01,2.7777659824e-03,0.618699,0.13348627
42.919343,1.4218233734e+01,6.3307224714e-03,1.045308,0.37660238
42.919343,1.4218233734e+01,1.1197196208e-02,1.408858,0.63606331
42.919343,1.5874010520e+01,3.1012492303e-03,0.502624,0.12475455
42.919343,1.5874010520e+01,7.0679633621e-03,0.851820,0.33596578
42.919343,1.5874010520e+01,1.2501159688e-02,1.151214,0.55440306
42.919343,1.7722609903e+01,7.8910592453e-03,0.692275,0.29830639
42.919343,1.7722609903e+01,1.3956975536e-02,0.937969,0.48117396
42.919343,1.9786486935e+01,8.8100083183e-03,0.561262,0.26378105
42.919343,1.9786486935e+01,1.5582327638e-02,0.762086,0.41595900
42.919343,2.2090711661e+01,1.7396959247e-02,0.617694,0.35833694
49.417134,1.0000000000e-01,3.1979598745e-06,5.012004,0.00303028
49.417134,1.1164544638e-01,3.5592872856e-06,5.007207,0.00322701
49.417134,1.2464705697e-01,3.9737821778e-06,5.008994,0.00344928
49.417134,1.3916276314e-01,4.4227673067e-06,4.990361,0.00364124
49.417134,1.5536888810e-01,4.9378183018e-06,4.995789,0.00383889
49.417134,1.7346228865e-01,5.5128492843e-06,5.004737,0.00400807
49.417134,1.9366274646e-01,6.1548451915e-06,4.996426,0.00400879
49.417134,2.1621563775e-01,6.8716043878e-06,4.984658,0.00401296
49.417134,2.4139491390e-01,7.6957357039e-06,5.000109,0.00403913
49.417134,2.6950642916e-01,8.6187074636e-06,5.005654,0.00406799
49.417134,3.0089165584e-01,9.6523738861e-06,5.005426,0.00409920
49.417134,3.3593183228e-01,1.0810010901e-05,4.995890,0.00413562
49.417134,3.7505259366e-01,1.2144205547e-05,5.008569,0.00419371
49.417134,4.1872914234e-01,1.3643069348e-05,5.009890,0.00425948
49.417134,4.6749202008e-01,1.5326926121e-05,4.998617,0.00432902
49.417134,5.2193355259e-01,1.7272254274e-05,5.002237,0.00441481
49.417134,5.8271504458e-01,1.9464487880e-05,4.987360,0.00451774
49.417134,6.5057481262e-01,2.2071858510e-05,5.010534,0.00468094
49.417134,7.2633715356e-01,2.5028500165e-05,5.007105,0.00484570
49.417134,8.1092235729e-01,2.8469623807e-05,5.002067,0.00505053
49.417134,9.0535788556e-01,3.2484756312e-05,4.989600,0.00530978
49.417134,1.0107908526e+00,3.7297477519e-05,4.991873,0.00563685
49.417134,1.1285019594e+00,4.3090474003e-05,5.000621,0.00607871
49.417134,1.2599210499e+00,5.0093923125e-05,5.006919,0.00662124
49.417134,1.4066444801e+00,5.8599077805e-05,5.001458,0.00733194
49.417134,1.5704545088e+00,6.9190976882e-05,5.000768,0.00825455
49.417134,1.7533409465e+00,7.7489250127e-05,4.516490,0.00838375
49.417134,1.9575253262e+00,8.6513219198e-05,4.010582,0.00841999
49.417134,2.1854878884e+00,9.6588069748e-05,3.519086,0.00846790
49.417134,2.1854878884e+00,1.9967725957e-04,9.913529,0.03634836
49.417134,2.4399977085e+00,1.0783618162e-04,3.051593,0.00851486
49.417134,2.4399977085e+00,2.2293056776e-04,8.385796,0.03652613
49.417134,2.7241463332e+00,1.2039418632e-04,2.616476,0.00856093
49.417134,2.7241463332e+00,2.4889182749e-04,7.010446,0.03669142
49.417134,3.0413853336e+00,1.3441462673e-04,2.220296,0.00861667
49.417134,3.0413853336e+00,2.7787639180e-04,5.794977,0.03688123
49.417134,3.3955682317e+00,1.5006781001e-04,1.867351,0.00863722
49.417134,3.3955682317e+00,3.2505540168e-04,5.009074,0.04051858
49.417134,3.7909973093e+00,1.6754387635e-04,1.559426,0.00866674
49.417134,3.7909973093e+00,4.3737835815e-04,4.995815,0.05879935
49.417134,3.7909973093e+00,7.8938941741e-04,9.196670,0.18831034
49.417134,4.2324758681e+00,1.8705510863e-04,1.295832,0.00869221
49.417134,4.2324758681e+00,6.0522383866e-04,4.992878,0.08987024
49.417134,4.2324758681e+00,8.8131733872e-04,7.239816,0.18688050
49.417134,4.7253665758e+00,2.0883851100e-04,1.073744,0.00870440
49.417134,4.7253665758e+00,8.0179071186e-04,4.657577,0.12479979
49.417134,4.7253665758e+00,9.8395067681e-04,5.653346,0.18488277
49.417134,4.7253665758e+00,1.7403209250e-03,9.391965,0.52372763
49.417134,5.2756566064e+00,2.3315868781e-04,0.888794,0.00870453
49.417134,5.2756566064e+00,8.9516281926e-04,3.648435,0.12358901
49.417134,5.2756566064e+00,1.2675336300e-03,4.993427,0.23774616
49.417134,5.2756566064e+00,1.9429890651e-03,7.211453,0.50551571
49.417134,5.8900303675e+00,2.6031105777e-04,0.735793,0.00869349
49.417134,5.8900303675e+00,9.9940852536e-04,2.863455,0.12202768
49.417134,5.8900303675e+00,1.9315175213e-03,5.004126,0.40040418
49.417134,5.8900303675e+00,2.1692588147e-03,5.502202,0.48486102
49.417134,6.5759506955e+00,2.9062544241e-04,0.609433,0.00867558
49.417134,6.5759506955e+00,1.1157941093e-03,2.261266,0.12011477
49.417134,6.5759506955e+00,2.5429726211e-03,4.357284,0.49809958
49.417134,6.5759506955e+00,3.0393032363e-03,4.997984,0.64788705
49.417134,7.3417495075e+00,3.2447007246e-04,0.504839,0.00865056
49.417134,7.3417495075e+00,1.2457333139e-03,1.802097,0.11781540
49.417134,7.3417495075e+00,2.8391131341e-03,3.335859,0.46969539
49.417134,7.3417495075e+00,4.9749161765e-03,4.994726,0.97183101
49.417134,8.1967290095e+00,1.3908045190e-03,1.450585,0.11504660
49.417134,8.1967290095e+00,3.1697405316e-03,2.586133,0.43963674
49.417134,8.1967290095e+00,5.6063437975e-03,3.785172,0.88763941
49.417134,9.1512746909e+00,1.5527699134e-03,1.177761,0.11183476
49.417134,9.1512746909e+00,3.5388709655e-03,2.038716,0.40842221
49.417134,9.1512746909e+00,6.2592275581e-03,2.890795,0.79749306
49.417134,1.0216981478e+01,1.7335969011e-03,0.961790,0.10814611
49.417134,1.0216981478e+01,3.9509882861e-03,1.633936,0.37663255
49.417134,1.0216981478e+01,6.9881425469e-03,2.255566,0.71264307
49.417134,1.1406794577e+01,1.9354819986e-03,0.787433,0.10399568
49.417134,1.1406794577e+01,4.4110985083e-03,1.325877,0.34483815
49.417134,1.1406794577e+01,7.8019429399e-03,1.798983,0.63357275
49.417134,1.2735166723e+01,2.1608775168e-03,0.644621,0.09939369
49.417134,1.2735166723e+01,4.9247906197e-03,1.083183,0.31358135
49.417134,1.2735166723e+01,8.7105140213e-03,1.458304,0.56054343
49.417134,1.4218233734e+01,2.4125213493e-03,0.526775,0.09437985
49.417134,1.4218233734e+01,5.4983044705e-03,0.886573,0.28333873
49.417134,1.4218233734e+01,9.7248922608e-03,1.191983,0.49361286
49.417134,1.5874010520e+01,6.1386065692e-03,0.724815,0.25449653
49.417134,1.5874010520e+01,1.0857399374e-02,0.976200,0.43269106
49.417134,1.7722609903e+01,6.8534747055e-03,0.591105,0.22735769
49.417134,1.7722609903e+01,1.2121791996e-02,0.798254,0.37760461
49.417134,1.9786486935e+01,1.3533428783e-02,0.650926,0.32811181
49.417134,2.2090711661e+01,1.5109456975e-02,0.529265,0.28394527
56.898660,1.0000000000e-01,3.4317469814e-06,4.985517,0.00274072
56.898660,1.1164544638e-01,3.8313892358e-06,5.001407,0.00297513
56.898660,1.2464705697e-01,4.2642858349e-06,4.992723,0.00318033
56.898660,1.3916276314e-01,4.7608809551e-06,5.013127,0.00339273
56.898660,1.5536888810e-01,5.2987978951e-06,4.994338,0.00358288
56.898660,1.7346228865e-01,5.9158665626e-06,4.999371,0.00378623
56.898660,1.9366274646e-01,6.6047956308e-06,4.997808,0.00397200
56.898660,2.1621563775e-01,7.3739535643e-06,4.992814,0.00400899
56.898660,2.4139491390e-01,8.2583330647e-06,5.009593,0.00403811
56.898660,2.6950642916e-01,9.2200528133e-06,4.994270,0.00404180
56.898660,3.0089165584e-01,1.0325840317e-05,4.998764,0.00406902
56.898660,3.3593183228e-01,1.1564248102e-05,4.997070,0.00410280
56.898660,3.7505259366e-01,1.2951181701e-05,4.985057,0.00413580
56.898660,4.1872914234e-01,1.4549644223e-05,4.994408,0.00419574
56.898660,4.6749202008e-01,1.6345392405e-05,4.991727,0.00425590
56.898660,5.2193355259e-01,1.8419986604e-05,5.005106,0.00435682
56.898660,5.8271504458e-01,2.0757892994e-05,5.001463,0.00444833
56.898660,6.5057481262e-01,2.3465413367e-05,5.007806,0.00458074
56.898660,7.2633715356e-01,2.6526084543e-05,4.990082,0.00471130
56.898660,8.1092235729e-01,3.0173108378e-05,5.002805,0.00492412
56.898660,9.0535788556e-01,3.4428486989e-05,5.010456,0.00515066
56.898660,1.0107908526e+00,3.8798228480e-05,4.866666,0.00527941
56.898660,1.1285019594e+00,4.3316455373e-05,4.610577,0.00531157
56.898660,1.2599210499e+00,4.8360849956e-05,4.331131,0.00534554
56.898660,1.4066444801e+00,5.3992686804e-05,4.031077,0.00537471
56.898660,1.5704545088e+00,6.0280376193e-05,3.714408,0.00539961
56.898660,1.7533409465e+00,6.7300295078e-05,3.386193,0.00543824
56.898660,1.9575253262e+00,7.5137714853e-05,3.052387,0.00546610
56.898660,1.9575253262e+00,1.5533277590e-04,9.101737,0.02348633
56.898660,2.1854878884e+00,8.3887837145e-05,2.719497,0.00550987
56.898660,2.1854878884e+00,1.7342197102e-04,7.907935,0.02366354
56.898660,2.4399977085e+00,9.3656950236e-05,2.394205,0.00552643
56.898660,2.4399977085e+00,1.9361773366e-04,6.791471,0.02373093
56.898660,2.7241463332e+00,1.0456372015e-04,2.082944,0.00556002
56.898660,2.7241463332e+00,2.1616538301e-04,5.763998,0.02386023
56.898660,3.0413853336e+00,1.1674063211e-04,1.791462,0.00560924
56.898660,3.0413853336e+00,2.4819098028e-04,5.006187,0.02542250
56.898660,3.3955682317e+00,1.3033559982e-04,1.524426,0.00562528
56.898660,3.3955682317e+00,3.2372488275e-04,4.992987,0.03475572
56.898660,3.3955682317e+00,6.1408119148e-04,9.967035,0.12443890
56.898660,3.7909973093e+00,1.4551376221e-04,1.285088,0.00566255
56.898660,3.7909973093e+00,4.3423517799e-04,5.006293,0.05035972
56.898660,3.7909973093e+00,6.8559368734e-04,8.055194,0.12427567
56.898660,4.2324758681e+00,1.6245948936e-04,1.075085,0.00567070
56.898660,4.2324758681e+00,5.9529302599e-04,4.997229,0.07552805
56.898660,4.2324758681e+00,7.6543413256e-04,6.430284,0.12355579
56.898660,4.7253665758e+00,1.8137862208e-04,0.894405,0.00569011
56.898660,4.7253665758e+00,6.9636435262e-04,4.153030,0.08245139
56.898660,4.7253665758e+00,8.5457235402e-04,5.076131,0.12272323
56.898660,4.7253665758e+00,1.5114885173e-03,8.495661,0.35595583
56.898660,5.2756566064e+00,2.0250097225e-04,0.741555,0.00569571
56.898660,5.2756566064e+00,7.7745908988e-04,3.266158,0.08190139
56.898660,5.2756566064e+00,1.2236814342e-03,4.994757,0.19400431
56.898660,5.2756566064e+00,1.6875081021e-03,6.613504,0.34608840
56.898660,5.8900303675e+00,2.2608311438e-04,0.613911,0.00570286
56.898660,5.8900303675e+00,8.6799767130e-04,2.559188,0.08120792
56.898660,5.8900303675e+00,1.8416351963e-03,4.994728,0.32200416
56.898660,5.8900303675e+00,1.8840259532e-03,5.091108,0.33467539
56.898660,6.5759506955e+00,2.5241150224e-04,0.508175,0.00569770
56.898660,6.5759506955e+00,9.6907987465e-04,2.006569,0.08025140
56.898660,6.5759506955e+00,2.2086006446e-03,4.047667,0.34809096
56.898660,6.5759506955e+00,2.8798974538e-03,5.005507,0.52267043
56.898660,7.3417495075e+00,1.0819335518e-03,1.581264,0.07905467
56.898660,7.3417495075e+00,2.4658020483e-03,3.080197,0.33127737
56.898660,7.3417495075e+00,4.3612825344e-03,4.762531,0.72596516
56.898660,8.1967290095e+00,1.2079295434e-03,1.256726,0.07763290
56.898660,8.1967290095e+00,2.7529557036e-03,2.352629,0.31303349
56.898660,8.1967290095e+00,4.8691733533e-03,3.570673,0.66129750
56.898660,9.1512746909e+00,1.3485983306e-03,1.008819,0.07590208
56.898660,9.1512746909e+00,3.0735496838e-03,1.816435,0.29361836
56.898660,9.1512746909e+00,5.4362103251e-03,2.681998,0.59859067
56.898660,1.0216981478e+01,1.5056486261e-03,0.817304,0.07388507
56.898660,1.0216981478e+01,3.4314782641e-03,1.425004,0.27334251
56.898660,1.0216981478e+01,6.0692812834e-03,2.038188,0.53865153
56.898660,1.1406794577e+01,1.6809881294e-03,0.666574,0.07155488
56.898660,1.1406794577e+01,3.8310892252e-03,1.137128,0.25258619
56.898660,1.1406794577e+01,6.7760761807e-03,1.580221,0.48205026
56.898660,1.2735166723e+01,1.8767467006e-03,0.545510,0.06892145
56.898660,1.2735166723e+01,4.2772366666e-03,0.920048,0.23172025
56.898660,1.2735166723e+01,7.5651804987e-03,1.253085,0.42916966
56.898660,1.4218233734e+01,4.7753399690e-03,0.750639,0.21111106
56.898660,1.4218233734e+01,8.4461795370e-03,1.011983,0.38021106
56.898660,1.5874010520e+01,5.3314496244e-03,0.614306,0.19108290
56.898660,1.5874010520e+01,9.4297748458e-03,0.825877,0.33524528
56.898660,1.7722609903e+01,5.9523207315e-03,0.502485,0.17190936
56.898660,1.7722609903e+01,1.0527914219e-02,0.676320,0.29424326
56.898660,1.9786486935e+01,1.1753936824e-02,0.553387,0.25709857
65.512856,1.0000000000e-01,3.3336968403e-06,4.060545,0.00199616
65.512856,1.1164544638e-01,3.7219207182e-06,4.092582,0.00220155
65.512856,1.2464705697e-01,4.1553549996e-06,4.106602,0.00238206
65.512856,1.3916276314e-01,4.6392646378e-06,4.125137,0.00257062
65.512856,1.5536888810e-01,5.1795277135e-06,4.141563,0.00274484
65.512856,1.7346228865e-01,5.7827068359e-06,4.139989,0.00292352
65.512856,1.9366274646e-01,6.4561288596e-06,4.145297,0.00309706
65.512856,2.1621563775e-01,7.2079738839e-06,4.152835,0.00325432
65.512856,2.4139491390e-01,8.0473746174e-06,4.145708,0.00332837
65.512856,2.6950642916e-01,8.9845273132e-06,4.135168,0.00333332
65.512856,3.0089165584e-01,1.0030815624e-05,4.117704,0.00333547
65.512856,3.3593183228e-01,1.1198948878e-05,4.097644,0.00333982
65.512856,3.7505259366e-01,1.2503116464e-05,4.069228,0.00334503
65.512856,4.1872914234e-01,1.3959160188e-05,4.034828,0.00334632
65.512856,4.6749202008e-01,1.5584766702e-05,3.992509,0.00335674
65.512856,5.2193355259e-01,1.7399682351e-05,3.940974,0.00336696
65.512856,5.8271504458e-01,1.9425953029e-05,3.879799,0.00337542
65.512856,6.5057481262e-01,2.1688191972e-05,3.807418,0.00338310
65.512856,7.2633715356e-01,2.4213878738e-05,3.722405,0.00339472
65.512856,8.1092235729e-01,2.7033693002e-05,3.623450,0.00340514
65.512856,9.0535788556e-01,3.0181887224e-05,3.509331,0.00341943
65.512856,1.0107908526e+00,3.3696702717e-05,3.379118,0.00343965
65.512856,1.1285019594e+00,3.7620834162e-05,3.232324,0.00344980
65.512856,1.2599210499e+00,4.2001948231e-05,3.069060,0.00346841
65.512856,1.4066444801e+00,4.6893262589e-05,2.890115,0.00349283
65.512856,1.4066444801e+00,9.6942802468e-05,9.637946,0.01500819
65.512856,1.5704545088e+00,5.2354192338e-05,2.697087,0.00351412
65.512856,1.5704545088e+00,1.0823222454e-04,8.759495,0.01510101
65.512856,1.7533409465e+00,5.8451071732e-05,2.492368,0.00353261
65.512856,1.7533409465e+00,1.2083635022e-04,7.883425,0.01518180
65.512856,1.9575253262e+00,6.5257959947e-05,2.279089,0.00355438
65.512856,1.9575253262e+00,1.3490828258e-04,7.022681,0.01527469
65.512856,2.1854878884e+00,7.2857540679e-05,2.061010,0.00357455
65.512856,2.1854878884e+00,1.5061895429e-04,6.189446,0.01535986
65.512856,2.4399977085e+00,8.1342126510e-05,1.842315,0.00359357
65.512856,2.4399977085e+00,1.6815920384e-04,5.394769,0.01543878
65.512856,2.7241463332e+00,9.0814780235e-05,1.627378,0.00362342
65.512856,2.7241463332e+00,1.9855431214e-04,5.000516,0.01739743
65.512856,3.0413853336e+00,1.0139056677e-04,1.420487,0.00364131
65.512856,3.0413853336e+00,2.5261641030e-04,5.002718,0.02270501
65.512856,3.3955682317e+00,1.1319795085e-04,1.225561,0.00366440
65.512856,3.3955682317e+00,3.2745353594e-04,4.994468,0.03082569
65.512856,3.3955682317e+00,5.3333649921e-04,8.418900,0.08161112
65.512856,3.7909973093e+00,1.2638035752e-04,1.045880,0.00367644
65.512856,3.7909973093e+00,4.3515668645e-04,4.998968,0.04374220
65.512856,3.7909973093e+00,5.9544591523e-04,6.914834,0.08150285
65.512856,4.2324758681e+00,1.4109791428e-04,0.883851,0.00369840
65.512856,4.2324758681e+00,5.4171520662e-04,4.559270,0.05434863
65.512856,4.2324758681e+00,6.6478824999e-04,5.608257,0.08140738
65.512856,4.2324758681e+00,1.1758159524e-03,9.363180,0.24397869
65.512856,4.7253665758e+00,1.5752939623e-04,0.740851,0.00371835
65.512856,4.7253665758e+00,6.0480036052e-04,3.659315,0.05431436
65.512856,4.7253665758e+00,8.3015594444e-04,5.003879,0.10078911
65.512856,4.7253665758e+00,1.3127449686e-03,7.520997,0.23997365
65.512856,5.2756566064e+00,1.7587439759e-04,0.617169,0.00372045
65.512856,5.2756566064e+00,6.7523206219e-04,2.906463,0.05404917
65.512856,5.2756566064e+00,1.1961376951e-03,4.998589,0.16175924
65.512856,5.2756566064e+00,1.4656199799e-03,5.955905,0.23473404
65.512856,5.8900303675e+00,1.9635575626e-04,0.512078,0.00372951
65.512856,5.8900303675e+00,7.5386584991e-04,2.289742,0.05375935
65.512856,5.8900303675e+00,1.7181128672e-03,4.847137,0.24897445
65.512856,5.8900303675e+00,1.7852123081e-03,5.003553,0.26591000
65.512856,6.5759506955e+00,8.4165689321e-04,1.795230,0.05332746
65.512856,6.5759506955e+00,1.9181947799e-03,3.741695,0.24053488
65.512856,6.5759506955e+00,2.7544377359e-03,4.997898,0.42666844
65.512856,7.3417495075e+00,9.3967159538e-04,1.406671,0.05274822
65.512856,7.3417495075e+00,2.1415771244e-03,2.861468,0.23091890
65.512856,7.3417495075e+00,3.7878234853e-03,4.467597,0.53063325
65.512856,8.1967290095e+00,1.0491005471e-03,1.106499,0.05204683
65.512856,8.1967290095e+00,2.3909733400e-03,2.178036,0.22021085
65.512856,8.1967290095e+00,4.2289324381e-03,3.379099,0.48759688
65.512856,9.1512746909e+00,1.1712729888e-03,0.877099,0.05113761
65.512856,9.1512746909e+00,2.6694128582e-03,1.660625,0.20850173
65.512856,9.1512746909e+00,4.7214104974e-03,2.536065,0.44498116
65.512856,1.0216981478e+01,1.3076729566e-03,0.702103,0.05005785
65.512856,1.0216981478e+01,2.9802779011e-03,1.277446,0.19598193
65.512856,1.0216981478e+01,5.2712398251e-03,1.902095,0.40348480
65.512856,1.1406794577e+01,1.4599573096e-03,0.567465,0.04879355
65.512856,1.1406794577e+01,3.3273445660e-03,0.997393,0.18283162
65.512856,1.1406794577e+01,5.8850992323e-03,1.439354,0.36366249
65.512856,1.2735166723e+01,3.7148286932e-03,0.792246,0.16929805
65.512856,1.2735166723e+01,6.5704453076e-03,1.109088,0.32594172
65.512856,1.4218233734e+01,4.1474370766e-03,0.638851,0.15562279
65.512856,1.4218233734e+01,7.3356029926e-03,0.874106,0.29059884
65.512856,1.5874010520e+01,4.6304246373e-03,0.520307,0.14205145
65.512856,1.5874010520e+01,8.1898667055e-03,0.702833,0.25779763
65.512856,1.7722609903e+01,9.1436132410e-03,0.572361,0.22760699
75.431201,1.0000000000e-01,2.8953536224e-06,2.645174,0.00117995
75.431201,1.1164544638e-01,3.2325304760e-06,2.659883,0.00127373
75.431201,1.2464705697e-01,3.6089730791e-06,2.674316,0.00140843
75.431201,1.3916276314e-01,4.0292541038e-06,2.691779,0.00152140
75.431201,1.5536888810e-01,4.4984787298e-06,2.698231,0.00164549
75.431201,1.7346228865e-01,5.0223466581e-06,2.707493,0.00176617
75.431201,1.9366274646e-01,5.6072213450e-06,2.715495,0.00188454
75.431201,2.1621563775e-01,6.2602072999e-06,2.719342,0.00199813
75.431201,2.4139491390e-01,6.9892363841e-06,2.719420,0.00210375
75.431201,2.6950642916e-01,7.8031641593e-06,2.717447,0.00218022
75.431201,3.0089165584e-01,8.7118774571e-06,2.710442,0.00218274
75.431201,3.3593183228e-01,9.7264144748e-06,2.702665,0.00218245
75.431201,3.7505259366e-01,1.0859098857e-05,2.689056,0.00218666
75.431201,4.1872914234e-01,1.2123689391e-05,2.672257,0.00218873
75.431201,4.6749202008e-01,1.3535547138e-05,2.650317,0.00219500
75.431201,5.2193355259e-01,1.5111822022e-05,2.623936,0.00219989
75.431201,5.8271504458e-01,1.6871661152e-05,2.591835,0.00220228
75.431201,6.5057481262e-01,1.8836441404e-05,2.553672,0.00221004
75.431201,7.2633715356e-01,2.1030029087e-05,2.508408,0.00221745
75.431201,7.2633715356e-01,4.3475540901e-05,9.823294,0.00951125
75.431201,8.1092235729e-01,2.3479069847e-05,2.455111,0.00222529
75.431201,8.1092235729e-01,4.8538461703e-05,9.455977,0.00954743
75.431201,9.0535788556e-01,2.6213312336e-05,2.392925,0.00222737
75.431201,9.0535788556e-01,5.4190982233e-05,9.045960,0.00955973
75.431201,1.0107908526e+00,2.9265969567e-05,2.321014,0.00223869
75.431201,1.0107908526e+00,6.0501764009e-05,8.595039,0.00961061
75.431201,1.1285019594e+00,3.2674122360e-05,2.238704,0.00225113
75.431201,1.1285019594e+00,6.7547464494e-05,8.106554,0.00966611
75.431201,1.2599210499e+00,3.6479169758e-05,2.145586,0.00225975
75.431201,1.2599210499e+00,7.5413668250e-05,7.585673,0.00970584
75.431201,1.4066444801e+00,4.0727331911e-05,2.041617,0.00227382
75.431201,1.4066444801e+00,8.4195926546e-05,7.038950,0.00976786
75.431201,1.5704545088e+00,4.5470211509e-05,1.927175,0.00228512
75.431201,1.5704545088e+00,9.4000918024e-05,6.474176,0.00981833
75.431201,1.7533409465e+00,5.0765420608e-05,1.803163,0.00229721
75.431201,1.7533409465e+00,1.0494774453e-04,5.899813,0.00987174
75.431201,1.9575253262e+00,5.6677280442e-05,1.671002,0.00231076
75.431201,1.9575253262e+00,1.1716937784e-04,5.324562,0.00993060
75.431201,2.1854878884e+00,6.3277602744e-05,1.532614,0.00232639
75.431201,2.1854878884e+00,1.3536797568e-04,4.991802,0.01070468
75.431201,2.4399977085e+00,7.0646562039e-05,1.390357,0.00234095
75.431201,2.4399977085e+00,1.6591528330e-04,4.998918,0.01299589
75.431201,2.7241463332e+00,7.8873669538e-05,1.246909,0.00235469
75.431201,2.7241463332e+00,2.0654360779e-04,5.004294,0.01628573
75.431201,2.7241463332e+00,3.7161632763e-04,9.696605,0.05302660
75.431201,3.0413853336e+00,8.8058860430e-05,1.105120,0.00237159
75.431201,3.0413853336e+00,2.6115120371e-04,4.996281,0.02102939
75.431201,3.0413853336e+00,4.1489270779e-04,8.263626,0.05325893
75.431201,3.3955682317e+00,9.8313707801e-05,0.967833,0.00238800
75.431201,3.3955682317e+00,3.3746534076e-04,4.999926,0.02831397
75.431201,3.3955682317e+00,4.6320881560e-04,6.970775,0.05343634
75.431201,3.7909973093e+00,1.0976277792e-04,0.837701,0.00240047
75.431201,3.7909973093e+00,4.2141066524e-04,4.715756,0.03557412
75.431201,3.7909973093e+00,5.1715154983e-04,5.814770,0.05350272
75.431201,3.7909973093e+00,9.1468981603e-04,9.601083,0.16395688
75.431201,4.2324758681e+00,1.2254514337e-04,0.717007,0.00240930
75.431201,4.2324758681e+00,4.7048581829e-04,3.890039,0.03559934
75.431201,4.2324758681e+00,6.0307674972e-04,5.001209,0.05822442
75.431201,4.2324758681e+00,1.0212095281e-03,7.954769,0.16243582
75.431201,4.7253665758e+00,1.3681607233e-04,0.607501,0.00241804
75.431201,4.7253665758e+00,5.2527599196e-04,3.169845,0.03559147
75.431201,4.7253665758e+00,8.3710956207e-04,4.993198,0.08894881
75.431201,4.7253665758e+00,1.1401339360e-03,6.505228,0.16043939
